,Qid,label,topic,probability,Modularity Class
49689794,Q23302736,Joel_Bolomboy,-1,-1,2
55125766,Q38411917,Donovan_Peoples-Jones,-1,-1,2
145326,Q332123,Penda_of_Mercia,-1,-1,4
1030512,Q2986833,Commonwealth_Edison,-1,-1,9
1829658,Q3334655,Christchurch_(UK_Parliament_constituency),-1,-1,10
47638,Q157065,Kerch,-1,-1,6
791788,Q594917,Scottish_Rugby_Union,-1,-1,0
31870876,Q511043,Ketti_Gallian,-1,-1,3
3658602,Q3836556,Lon_Kruger,-1,-1,1
59089286,Q58823492,Ocean_Infinity,-1,-1,1
37784602,Q869214,?rjan_Nyland,-1,-1,11
332996,Q1788582,State_highway,-1,-1,9
4232588,Q956920,Dennis_Morgan,-1,-1,3
4414372,Q838977,List_of_Northern_Exposure_episodes,-1,-1,3
8109440,Q5211440,Dallas_Turkey_Trot,-1,-1,3
54004386,Q30693432,NBC_Sports_Gold,-1,-1,2
32267930,Q4624440,2011?12_York_City_F.C._season,-1,-1,11
326716,Q698749,Li_Shuxian,-1,-1,12
56759668,Q55316095,2018_United_States_Senate_special_election_in_Mississippi,-1,-1,9
1345866,Q222853,Middle_Andaman_Island,-1,-1,7
9736086,Q2467858,Jean_Carroll,-1,-1,9
10986172,Q7831699,Tracy_Brabin,-1,-1,10
1621292,Q1640553,Mighty_Joe_Young_(1949_film),-1,-1,3
852564,Q508942,List_of_monarchs_of_Mercia,-1,-1,4
915092,Q543693,Ed_Nelson,-1,-1,3
1202988,Q5224622,Darrell_Evans,-1,-1,9
39783886,Q12860109,Warlimpirrnga_Tjapaltjarri,-1,-1,7
14365142,Q4934768,Bobby_Bentley,-1,-1,2
2079248,Q3177416,Jerome_Cowan,-1,-1,3
18918414,Q5267730,Devon_Kennard,-1,-1,2
58290232,Q56283956,2018?19_UEFA_Youth_League_group_stage,-1,-1,6
2546696,Q194479,Stade_de_Suisse,-1,-1,6
1991300,Q1445873,Peter_Stringer,-1,-1,0
34583062,Q582781,Independent_Albania,-1,-1,6
1206534,Q1893231,Steve_Ogrizovic,-1,-1,11
31570840,Q3808131,Jessica_Aguilar,-1,-1,3
4311394,Q2485910,New_York_State_Route_9G,-1,-1,9
2674324,Q2856679,Jake_Humphrey,-1,-1,6
1488626,Q2668654,The_Denver_Post,-1,-1,9
34577002,Q2301910,Michy_Batshuayi,-1,-1,11
13698502,Q509483,Football_rivalries_in_Argentina,-1,-1,11
1234272,Q764747,Derek_J._de_Solla_Price,-1,-1,8
1708722,Q635533,Cambodian?Vietnamese_War,-1,-1,5
59049658,Q56255232,The_Last_Empress_(TV_series),-1,-1,11
2120070,Q1628310,Calbert_Cheaney,-1,-1,1
47529866,Q20819890,Park_Jeong-hwa,-1,-1,11
51504532,Q27830873,"Jordan_Jones_(footballer,_born_1994)",-1,-1,11
57470636,Q53846950,Admiral_Schofield,-1,-1,1
4282226,Q1066531,History_of_lions_in_Europe,-1,-1,6
6332534,Q4606747,2006_Ohio_State_Buckeyes_football_team,-1,-1,2
34152174,Q5564401,Girl_Missing,-1,-1,3
1820752,Q4159501,Teen_Age_Message,-1,-1,8
25254918,Q6792954,Maurice_Clemmons,-1,-1,9
146908,Q128930,Scarlet_Street,-1,-1,3
3198214,Q4646021,95th_Grey_Cup,-1,-1,2
50532268,Q24069531,James_William_Colbert_Jr.,-1,-1,9
2635932,Q1062157,Estadio_Mario_Alberto_Kempes,-1,-1,11
12085750,Q332488,Khmer_Rouge_Tribunal,-1,-1,5
23864436,Q261553,Sarah_Wollaston,-1,-1,10
2701004,Q4653736,ARIA_Hall_of_Fame,-1,-1,0
507722,Q931718,HMCS_Haida,-1,-1,6
165116,Q728177,Ealhmund_of_Kent,-1,-1,4
30304,Q2744,The_X-Files,-1,-1,3
42106,Q632718,Crossfire_(film),-1,-1,3
107606,Q815979,"Bellflower,_California",-1,-1,3
1000060,Q1319958,PSR_B1919+21,-1,-1,8
4901752,Q192505,Mirko_Vu?ini?,-1,-1,11
11170042,Q6139657,James_Merlino,-1,-1,10
53251032,Q29075655,Corruption_in_Bulgaria,-1,-1,6
6208872,Q7490181,Sharon_Prabhakar,-1,-1,1
47665400,Q21066260,Denis_Zakaria,-1,-1,11
5507120,Q4022358,Scott_Wittman,-1,-1,3
22176992,Q4118260,Yuri_Berchiche,-1,-1,6
42647600,Q17097424,List_of_awards_and_nominations_received_by_Julia_Louis-Dreyfus,-1,-1,3
396502,Q373558,Culpeo,-1,-1,3
14490488,Q1227157,Over_the_Rainbow_(Connie_Talbot_album),-1,-1,12
3801028,Q951044,Jafar_Sharif-Emami,-1,-1,9
45507712,Q19666235,Steven_Nelson,-1,-1,2
616554,Q1704776,Mr._Blandings_Builds_His_Dream_House,-1,-1,3
7962578,Q7353724,Rocco_Forte,-1,-1,10
1827544,Q1063122,The_Remixes_(Mariah_Carey_album),-1,-1,11
4939088,Q482652,Away_from_Her,-1,-1,3
367878,Q6764203,Marine_Raiders,-1,-1,3
40466006,Q60685546,PocketQube,-1,-1,8
15997118,Q4064180,Ukraine?United_States_relations,-1,-1,9
55765088,Q42907852,Catherine_Arnold,-1,-1,9
296912,Q352963,James_Agee,-1,-1,9
684686,Q5567098,Glass_cliff,-1,-1,2
34602448,Q2818274,Flight_7500,-1,-1,3
41696408,Q15693819,1888_Yale_Bulldogs_football_team,-1,-1,2
2945818,Q1351511,Walter_Wanger,-1,-1,3
33034290,Q3116624,Griffin_Reinhart,-1,-1,2
9249700,Q7149588,Minnesota?Wisconsin_football_rivalry,-1,-1,2
12966272,Q1419495,National_Board_of_Review_Award_for_Best_Actress,-1,-1,9
632590,Q748363,Balaklava,-1,-1,6
5016732,Q1378246,Ted_Baillieu,-1,-1,10
19814870,Q7041229,Nite_and_Day,-1,-1,11
8580184,Q7804022,Tim_Murphy_(American_football_coach),-1,-1,2
416906,Q391169,Barry_Gardiner,-1,-1,10
6465332,Q6108336,JJ_Ramberg,-1,-1,9
2239438,Q1050884,SS_?le_de_France,-1,-1,1
3094406,Q464684,R?zvan_Lucescu,-1,-1,6
36473762,Q4626662,2012_SEC_Championship_Game,-1,-1,2
17212492,Q1810832,Operation_Carthage,-1,-1,3
30053366,Q6152261,Jane_Garrett,-1,-1,10
435628,Q6742518,Malcolm_Moss,-1,-1,10
779194,Q690649,La_Boca,-1,-1,11
45627476,Q19664760,John_Coates_(businessman),-1,-1,7
44860986,Q18713873,Uptown_Special,-1,-1,0
631678,Q1068503,Congregation_of_Holy_Cross,-1,-1,2
16001824,Q4961509,Brent_Pope_(rugby_analyst),-1,-1,0
12664,Q1060532,General-purpose_machine_gun,-1,-1,6
14372802,Q3311894,Mickey_Shaughnessy,-1,-1,3
4001434,Q2397117,Battle_of_Caishi,-1,-1,10
2426926,Q14633867,Snowsquall,-1,-1,1
4973258,Q6225834,John_Chavis_(American_football),-1,-1,2
36260292,Q5386029,Eric_Andre,-1,-1,3
8498422,Q1051401,Turkish_Straits,-1,-1,6
49203604,Q56746794,List_of_awards_and_nominations_received_by_Alessia_Cara,-1,-1,2
38174410,Q4629699,2013_Notre_Dame_Fighting_Irish_football_team,-1,-1,2
180486,Q211867,Oshawa,-1,-1,8
34338092,Q6599332,List_of_Texas_Longhorns_football_seasons,-1,-1,2
24080372,Q10482313,Mark_Duffy_(footballer),-1,-1,11
223170,Q57302,"Adolphe,_Grand_Duke_of_Luxembourg",-1,-1,6
1092940,Q237537,Moira_Kelly,-1,-1,3
30516106,Q701174,Bloody_Saturday_(photograph),-1,-1,6
1229594,Q932554,Steven_Rattner,-1,-1,8
1212090,Q5045354,Carolyn_Fairbairn,-1,-1,10
1687108,Q1064827,Tim_Holt,-1,-1,3
59043300,Q56328126,1983_(TV_series),-1,-1,3
39060752,Q16235526,Cheslin_Kolbe,-1,-1,0
1646910,Q7568410,South_Sentinel_Island,-1,-1,7
18567168,Q150971,Computer_graphics_(computer_science),-1,-1,8
8407906,Q7812336,Todd_Dodge,-1,-1,2
1112198,Q461121,Harold_Garfinkel,-1,-1,5
2218308,Q289075,Belinda_Lee,-1,-1,3
48003438,Q21076293,Lucy_(spacecraft),-1,-1,8
3366634,Q7550574,"Social_Democratic_Party_(UK,_1988)",-1,-1,10
7059620,Q2061183,Paul_Massie,-1,-1,11
236268,Q412,Pioneer_plaque,-1,-1,8
11858524,Q16248247,List_of_American_films_of_1976,-1,-1,1
323396,Q2323190,Andrew_Marr,-1,-1,0
57681380,Q54982996,Mamuka_Bakhtadze,-1,-1,4
23834,Q179389,Pope_Anastasius_IV,-1,-1,6
14309120,Q5805348,Paradise_Jam_Tournament,-1,-1,3
2624040,Q1436921,Ford_Motor_Company_of_Canada,-1,-1,8
43295630,Q17512743,The_Hunt_with_John_Walsh,-1,-1,9
970386,Q579928,The_SpongeBob_SquarePants_Movie,-1,-1,9
379216,Q18797,Wladimir_Klitschko,-1,-1,6
39046400,Q22949292,Battle_of_Hama,-1,-1,6
32714,Q2529133,Vince_Foster,-1,-1,8
57889788,Q16567206,Jeff_McNeil,-1,-1,2
38382518,Q6114000,Jack_McGrath_(rugby_player),-1,-1,0
38124418,Q7576221,Spencer_Ware,-1,-1,2
53587794,Q29018782,Mike_Boynton,-1,-1,1
891924,Q1803668,Bill_Doolin,-1,-1,3
13874576,Q3934871,Richard_Sadlier,-1,-1,0
27294272,Q290646,Damian_Collins,-1,-1,10
3807682,Q5160040,Confessions_of_a_Window_Cleaner,-1,-1,3
21796920,Q3155859,History_of_rugby_union_matches_between_Italy_and_New_Zealand,-1,-1,0
59103220,Q60754252,EE_Wembley_Cup,-1,-1,11
526932,Q1436315,Football_League_Fourth_Division,-1,-1,11
1006186,Q144348,"Zaifeng,_Prince_Chun",-1,-1,12
5781110,Q4908800,Bill_Dooley,-1,-1,2
42681982,Q16950273,1992?93_York_City_F.C._season,-1,-1,11
35517726,Q3603354,Abdelkarim_Hassan,-1,-1,6
29918704,Q611923,Pizzi_(Portuguese_footballer),-1,-1,11
30071942,Q6540994,Liberation_Day_(Albania),-1,-1,6
34343108,Q4899583,Beverly_Kearney,-1,-1,2
12004350,Q509150,Ramon_Sessions,-1,-1,1
8973324,Q4809128,Associate_Justice_of_the_Supreme_Court_of_the_Philippines,-1,-1,9
46527366,Q20641123,List_of_Serie_A_players_with_100_or_more_goals,-1,-1,2
39056984,Q16015906,Ed_McCaskey,-1,-1,2
38602438,Q1225616,Stefano_Gabbana,-1,-1,0
30256000,Q4377226,David_Zaslav,-1,-1,2
3247538,Q6166996,Jay_Onrait,-1,-1,2
39883476,Q3862966,Morgan_Beck,-1,-1,9
2658752,Q3885149,Order_Sons_of_Italy_in_America,-1,-1,1
4424352,Q3292613,Richard_Marner,-1,-1,3
1211430,Q5589335,Government_of_Victoria,-1,-1,10
57887168,Q55602201,2016_Syracuse_vs._Pittsburgh_football_game,-1,-1,2
1233840,Q78545,Helmut_Marko,-1,-1,6
3494308,Q2365445,Nala_(The_Lion_King),-1,-1,3
2488406,Q1336512,Genki_Sudo,-1,-1,3
89528,Q212131,Viking_2,-1,-1,8
26869030,Q13114416,Reptilian_humanoid,-1,-1,10
8392084,Q6789395,Matt_Stinchcomb,-1,-1,2
47747304,Q1754986,Press_Play_(album),-1,-1,11
53901890,Q30122513,Bill_Shine,-1,-1,9
61113842,Q65050552,The_Man_Who_Came_to_Dinner_(film),-1,-1,3
7114160,Q662073,French_opera,-1,-1,12
16145910,Q249572,?d?m_Szalai,-1,-1,11
30027476,Q4621839,2011_Michigan_Wolverines_football_team,-1,-1,2
685972,Q39068,Sealyham_Terrier,-1,-1,3
873144,Q4870541,Battle_of_Bramall_Lane,-1,-1,11
2663672,Q185411,Swell_(ocean),-1,-1,1
48469754,Q18230370,List_of_Mars_orbiters,-1,-1,8
1702832,Q7412158,Samuel_McLaughlin,-1,-1,8
49307724,Q25036952,List_of_international_goals_scored_by_Neymar,-1,-1,11
2043970,Q1297871,"Jean_Barker,_Baroness_Trumpington",-1,-1,4
6177684,Q4934948,Bobby_Douglass,-1,-1,2
762834,Q558440,Plastic_Bertrand,-1,-1,11
23032578,Q17014425,Motions_of_no_confidence_in_the_United_Kingdom,-1,-1,10
3900438,Q7699347,Ten_Thousand_Men_of_Harvard,-1,-1,2
21398374,Q1358725,RK-55,-1,-1,6
59145778,Q60775991,Lawrence_County_Academy,-1,-1,2
1376808,Q1148054,William_J._Tuttle,-1,-1,3
15832990,Q6563797,List_of_Best_in_Show_winners_of_the_Westminster_Kennel_Club_Dog_Show,-1,-1,3
3145948,Q1196628,The_Gunfighter,-1,-1,3
1730246,Q930930,Tifo,-1,-1,2
10726486,Q6314288,Junoon_(1978_film),-1,-1,1
5731860,Q5274100,Diddy_(DJ),-1,-1,11
777832,Q1988792,The_Sheltering_Sky,-1,-1,12
19381762,Q357444,Lou_Gehrig,-1,-1,9
24226858,Q6649096,Little_Big_Shot,-1,-1,3
26487038,Q209365,"Richie_Gray_(rugby_player,_born_1989)",-1,-1,0
14396960,Q7815833,Virginia_Admiral,-1,-1,1
47090372,Q21027956,Mars_Orbiter_Mission_2,-1,-1,8
28892600,Q771382,Nyck_de_Vries,-1,-1,6
14555068,Q1983067,Barbara_Bennett,-1,-1,3
421594,Q304450,Mark_Field,-1,-1,10
57839650,Q55616728,Legends_of_the_Summer_(EP),-1,-1,0
1592854,Q4645852,92nd_Street_Y,-1,-1,9
823398,Q33357,Crimean_Tatar_language,-1,-1,6
32585476,Q5296904,Dontrelle_Inman,-1,-1,2
24268484,Q7857875,Twice_Round_the_Daffodils,-1,-1,3
3592832,Q6308034,Julie_Banderas,-1,-1,2
2236660,Q6809882,Mehta_Kalu,-1,-1,6
6241436,Q1198659,Picture_Perfect_(1997_film),-1,-1,2
1584122,Q900341,Laureus_World_Sports_Awards,-1,-1,0
2928252,Q960873,George_Voskovec,-1,-1,3
2681222,Q1548149,Great_Andamanese,-1,-1,7
1008166,Q6972883,National_Geographic_Endeavour,-1,-1,1
50764240,Q24572676,Vasilios_Barkas,-1,-1,6
12199958,Q7702301,Teresita_de_Castro,-1,-1,9
207122,Q2343915,Nashville_Sounds,-1,-1,11
39752384,Q16975773,Eric_Rogers_(gridiron_football),-1,-1,2
1307144,Q126400,Etty_Hillesum,-1,-1,6
31750,Q212,Ukraine,-1,-1,6
2321610,Q146708,Gurdaspur_district,-1,-1,6
52212816,Q27804619,Timothy_Lafaele,-1,-1,0
18330206,Q535026,Joyce_Jameson,-1,-1,3
12511698,Q7063459,Notre_Dame_Leprechaun,-1,-1,2
24351218,Q2115327,Prema_Powerteam,-1,-1,6
340200,Q2296094,Snowbirds,-1,-1,6
33382440,Q5162048,Connor_Shaw,-1,-1,2
51405370,Q27443338,Alec_Peters,-1,-1,2
16614958,Q376313,Junior_Hoilett,-1,-1,11
46695468,Q23808093,Khmer_nationalism,-1,-1,5
58436564,Q56544056,Dom_Thompson-Williams,-1,-1,2
14878998,Q5257030,Denial_of_the_Holodomor,-1,-1,10
5860230,Q3568307,Will_Wright_(actor),-1,-1,3
3215226,Q5499428,Fredricka_Whitfield,-1,-1,9
58664028,Q5877759,Shahdiz,-1,-1,6
587904,Q442004,Horia_Sima,-1,-1,6
2324852,Q60735,Axel_Honneth,-1,-1,5
425344,Q128621,Geography_of_Mars,-1,-1,8
13435128,Q1772982,Four-ball_golf,-1,-1,3
10568,Q2736,Association_football,-1,-1,11
11754698,Q3979757,TSN_Top_50_CFL_Players,-1,-1,2
518862,Q376667,Tokyo_Express,-1,-1,6
10586554,Q6365386,Kanteerava_Studios,-1,-1,3
1519414,Q1340156,Wendell_Corey,-1,-1,3
7872968,Q275405,Jeffr?n_Su?rez,-1,-1,6
56945082,Q51818713,Djarimirri,-1,-1,0
1297022,Q1884,D?ren,-1,-1,11
44359330,Q18635193,2016_United_States_House_of_Representatives_elections,-1,-1,9
11095844,Q1813692,Mathias_Cormann,-1,-1,10
39000648,Q16234481,Elliot_Daly,-1,-1,0
2452552,Q720536,Smush_Parker,-1,-1,2
42086564,Q15870937,Denis_Berezovsky,-1,-1,6
522472,Q322259,Chess_middlegame,-1,-1,6
42158004,Q16164719,Megan_Barry,-1,-1,9
1372014,Q1425193,Michael_Mann_(sociologist),-1,-1,5
33590156,Q1420661,Yuriy_Boyko,-1,-1,6
2175640,Q1466426,Little_Women_(1949_film),-1,-1,3
3520296,Q2596700,The_Wind_Cries_Mary,-1,-1,12
35471970,Q6937772,Murder_in_the_Private_Car,-1,-1,3
37143022,Q16195924,Matthew_Brzezinski,-1,-1,9
7493944,Q14950470,Todd_Steussie,-1,-1,2
11365198,Q6068556,Ireland_Wolfhounds,-1,-1,0
308036,Q659803,Ashton-under-Lyne,-1,-1,7
54109702,Q28377792,Patrick_Cutrone,-1,-1,6
11783722,Q2460873,Bledar_Kola,-1,-1,11
54240704,Q30555626,Tony_Rudd_(stockbroker),-1,-1,10
21480992,Q7026715,Nick_Apollo_Forte,-1,-1,1
700942,Q594320,Mark_Granovetter,-1,-1,5
49267666,Q23007774,Pansa_Hemviboon,-1,-1,11
10082768,Q17030410,Hockney?Falco_thesis,-1,-1,11
59150496,Q59655603,2018_LSU_vs._Texas_A&M_football_game,-1,-1,2
31717280,Q6871376,Miodrag_Radulovi?,-1,-1,11
1087064,Q2985114,"Xfinity_Center_(College_Park,_Maryland)",-1,-1,1
745628,Q6589799,List_of_Melbourne_suburbs,-1,-1,11
2641938,Q373065,Applied_physics,-1,-1,8
19156218,Q656193,Star_Wars_Kid,-1,-1,9
5144574,Q298140,Dmytro_Chygrynskiy,-1,-1,6
419388,Q271715,Christopher_Chope,-1,-1,10
23726950,Q1494329,Mika_Chunuonsee,-1,-1,11
39867752,Q16728926,Mehreen_Faruqi,-1,-1,10
54786032,Q39048184,Asha_Rangappa,-1,-1,9
1348610,Q215358,Lucas_Neill,-1,-1,11
20542946,Q3920972,Zakiur_Rehman_Lakhvi,-1,-1,6
772580,Q2790698,U.S._Bank_Arena,-1,-1,2
4422050,Q3512293,Jim_Price_(musician),-1,-1,12
183184,Q2023476,"Denton,_Greater_Manchester",-1,-1,7
53915306,Q30122535,Xavier_Woods_(American_football),-1,-1,2
48156098,Q21503711,Kenny_Clark_(defensive_tackle),-1,-1,2
585332,Q1542680,Steel_Pulse,-1,-1,12
27609858,Q3574853,Zarek_Valentin,-1,-1,11
24900894,Q3325283,Antonio_Rodr?guez_Dovale,-1,-1,11
33958434,Q1494727,Oliver_Rowland,-1,-1,6
50798294,Q24685533,2016?17_UEFA_Champions_League_group_stage,-1,-1,6
6208584,Q5531472,Gene_Steratore,-1,-1,2
3116030,Q1526793,Glory_Glory_(football_chant),-1,-1,11
38811938,Q4150130,Volodymyr_Groysman,-1,-1,6
1408452,Q210020,Fobos-Grunt,-1,-1,8
1305936,Q16014,Dudelange,-1,-1,6
20003980,Q699429,Atdhe_Nuhiu,-1,-1,11
1103136,Q276089,Libya_national_football_team,-1,-1,11
156594,Q573399,Louis_Calhern,-1,-1,3
409032,Q1408121,Colin_Pillinger,-1,-1,8
2406278,Q5260694,Expulsion_of_the_Chagossians,-1,-1,7
8038986,Q748396,Poland_in_the_Junior_Eurovision_Song_Contest,-1,-1,6
6839070,Q1634144,Kristen_Pazik,-1,-1,6
41403470,Q6105612,Renzo_Saravia,-1,-1,11
37186492,Q6610539,List_of_college_football_venues_with_non-traditional_field_colors,-1,-1,3
5198966,Q4796868,Art_Hindle,-1,-1,8
4454920,Q159543,Coccinella_septempunctata,-1,-1,10
39728690,Q5098257,Think_of_the_children,-1,-1,6
32844266,Q32610,2011_Virginia_earthquake,-1,-1,9
58125844,Q56065667,Lewis_Ward_(Canadian_football),-1,-1,2
4556334,Q3362156,The_Last_Voyage,-1,-1,1
378212,Q20725526,Obverse_and_reverse,-1,-1,1
1928850,Q11153,John_Roberts,-1,-1,9
57265494,Q55615299,Jordan_Thomas_(American_football),-1,-1,2
54183616,Q30123071,Cameron_Johnston_(footballer),-1,-1,2
420234,Q251095,Caroline_Flint,-1,-1,10
22432748,Q5287756,Doddarasinakere,-1,-1,3
53036484,Q28561366,Haason_Reddick,-1,-1,2
20434298,Q4459692,Ryan_Mason,-1,-1,11
59117332,Q60754542,Brookhaven_Academy,-1,-1,2
15112056,Q796979,South_Andaman_district,-1,-1,7
53163432,Q28756381,Josh_Woodrum,-1,-1,2
39060346,Q15736032,Handr?_Pollard,-1,-1,0
18865094,Q311370,Nathan_Delfouneso,-1,-1,11
634336,Q332413,Robert_McFarlane,-1,-1,9
33669878,Q5965720,Syuri,-1,-1,3
180882,Q328818,Kingdom_of_Kent,-1,-1,4
51154324,Q28401849,Guccifer_2.0,-1,-1,9
50516548,Q24915549,National_Secular_Conference,-1,-1,7
2259030,Q262793,Tarzan_the_Ape_Man_(1932_film),-1,-1,3
17128242,Q4597922,2000_U.S._Open_(golf),-1,-1,3
71268,Q11680018,Astrochemistry,-1,-1,8
6156034,Q339173,Gerardo_Seoane,-1,-1,6
58033016,Q56275557,2018_Pinstripe_Bowl,-1,-1,2
766070,Q232588,Miyoshi_Umeki,-1,-1,3
26599826,Q18152900,NFL_RedZone,-1,-1,2
23777316,Q977386,Roberto_Merhi,-1,-1,6
77598,Q583525,Here_Comes_Mr._Jordan,-1,-1,3
3231500,Q7648424,Susan_Stephen,-1,-1,12
5209908,Q11790414,Neboj?a_Medojevi?,-1,-1,2
9745098,Q4596352,1st_Grey_Cup,-1,-1,2
44951428,Q18719351,Christian_Covington,-1,-1,2
993264,Q6198196,"Jim_Smith_(footballer,_born_1940)",-1,-1,11
20045086,Q4718706,Alexander_DeLeon,-1,-1,0
58696146,Q57239257,Karel_Sperber,-1,-1,6
3714468,Q6917789,Motion_offense,-1,-1,2
60356,Q671480,"Albany,_California",-1,-1,9
38731794,Q16236161,Eddie_Goldman,-1,-1,2
19308592,Q8012623,William_Hudson_(actor),-1,-1,3
5229594,Q2723357,Moushumi_Chatterjee,-1,-1,3
27907140,Q6804757,Mechuka,-1,-1,7
37314882,Q562837,Son_Wan-ho,-1,-1,1
3018862,Q6110271,Rock_Bottom_(SpongeBob_SquarePants),-1,-1,9
2692172,Q2709101,Maple_Leaf_Foods,-1,-1,6
22574728,Q5572174,Glover_Quin,-1,-1,2
970556,Q58650,Zhangjiakou,-1,-1,10
13255684,Q745667,List_of_Seattle_Seahawks_seasons,-1,-1,2
812724,Q146665,South_Slavic_languages,-1,-1,6
39551224,Q17067479,List_of_practical_joke_topics,-1,-1,10
13080138,Q3037168,Dorothy_Dwan,-1,-1,3
147008,Q121397,Human_shield,-1,-1,9
24579360,Q6835129,Michael_W._Deem,-1,-1,10
1425724,Q3443218,Laval_Rouge_et_Or,-1,-1,2
3391588,Q3326071,West_Virginia_Mountaineers,-1,-1,2
27028082,Q3810317,Josh_Lambo,-1,-1,2
5858880,Q5585903,Gordon_Taylor_(footballer),-1,-1,11
458748,Q836438,Martin_B-26_Marauder,-1,-1,3
44381546,Q18702003,2015_Chicago_Bears_season,-1,-1,2
19712210,Q12124807,Hollywood_Hotel_(film),-1,-1,3
41865524,Q18605540,Jessica_Jones_(TV_series),-1,-1,3
702650,Q3339085,New_Zealand_Warriors,-1,-1,0
23230510,Q5130572,Cleaning_event,-1,-1,8
31337158,Q5274223,Dido_Harding,-1,-1,10
37480176,Q5980469,Iain_Henderson,-1,-1,0
2644162,Q616400,Patrick_Pinney,-1,-1,9
43545426,Q6072879,Fuegian_dog,-1,-1,3
48291870,Q21198126,Art_Angels,-1,-1,0
328274,Q212919,Palynology,-1,-1,8
8393068,Q3554487,Idaho_Vandals,-1,-1,2
16619622,Q7132584,Paper_(magazine),-1,-1,0
2431138,Q1493690,1997_NHL_Entry_Draft,-1,-1,6
46276386,Q19849806,Shivaram,-1,-1,3
46643310,Q19874642,Andrea_Jenkyns,-1,-1,10
45639842,Q19561541,Jordan_Mickey,-1,-1,2
3679088,Q3918608,Marriott_Hotels_&_Resorts,-1,-1,10
8543614,Q1239933,Donald_Glover,-1,-1,3
6561118,Q60987,Otto_Rasch,-1,-1,6
39781084,Q14320553,Hwang_Ui-jo,-1,-1,11
12558286,Q210681,"20,000_Years_in_Sing_Sing",-1,-1,3
28226894,Q337623,Marco_Verratti,-1,-1,6
1791158,Q437429,Cammie_King,-1,-1,3
59055106,Q58755940,Mike_Elias,-1,-1,3
28039944,Q7199398,Pittsburgh_Steelers_Radio_Network,-1,-1,2
57397064,Q53673351,2018?19_UEFA_Champions_League_qualifying_phase_and_play-off_round,-1,-1,6
4754,Q885899,Blue_Streak_(missile),-1,-1,6
39557542,Q13427925,Abdoulaye_Doucour?,-1,-1,11
1366758,Q926543,Rutland_Island,-1,-1,7
6832008,Q382529,Mark_Sandrich,-1,-1,3
854430,Q263531,Leonard_Hobhouse,-1,-1,5
30199272,Q4443137,Rubin-class_patrol_boat,-1,-1,6
24196494,Q176304,Mathew_Leckie,-1,-1,11
1632896,Q1323708,List_of_artificial_objects_on_Mars,-1,-1,8
24008,Q151902,Pope_Benedict_I,-1,-1,6
18134498,Q5265963,Detroit_Lions_Radio_Network,-1,-1,2
24944282,Q6597656,List_of_Soviet_Union?United_States_summits,-1,-1,6
45201596,Q17199349,Casualties_of_the_Ukrainian_crisis,-1,-1,6
22100640,Q225583,Mix_Diskerud,-1,-1,11
5064530,Q4350192,1954_transfer_of_Crimea,-1,-1,6
49449812,Q2846271,Andre_Ingram,-1,-1,1
3927802,Q5109480,Paul_Dalglish,-1,-1,11
184830,Q26349,Song_thrush,-1,-1,6
27424964,Q5152882,Commissioning_of_the_Twelve_Apostles,-1,-1,6
63594,Q3179594,Joan_Kirner,-1,-1,10
259694,Q2879945,"Bainbridge,_New_York",-1,-1,9
6419206,Q3136306,Toi_Cook,-1,-1,2
41498670,Q16213097,Kapri_Bibbs,-1,-1,2
35721262,Q6118187,Jaco_Kriel,-1,-1,0
5215870,Q487891,Jo_Sung-mo,-1,-1,11
47510434,Q28473719,CJ_Pearson,-1,-1,9
24511018,Q11914,2010_Abu_Dhabi_Grand_Prix,-1,-1,6
6488526,Q680769,The_Way_of_Georgia,-1,-1,4
1318744,Q17574882,Georg_F._W._Schaeffler,-1,-1,10
28351686,Q5529445,Maria_Lourdes_Sereno,-1,-1,9
418480,Q3273647,EgyptAir_Flight_648,-1,-1,9
356560,Q7444357,Secretary_of_State_for_Work_and_Pensions,-1,-1,10
10997756,Q1439591,Puffball_(film),-1,-1,12
45498080,Q19637462,Craig_Middlebrooks,-1,-1,3
29437250,Q5197706,Cyber_Black_Friday,-1,-1,3
25776236,Q980958,Georgina_Bloomberg,-1,-1,8
61480,Q1619460,Broadway_Melody_of_1936,-1,-1,3
3203348,Q118510,Brad_Johnson_(American_football),-1,-1,2
2340,Q299410,Antipope_Felix_II,-1,-1,6
26798634,Q3746568,Flemming_Nielsen,-1,-1,11
938316,Q2724227,Walter_Skinner,-1,-1,3
52602560,Q27947481,Donald_L._Trump,-1,-1,8
42281946,Q16235170,Xavier_Grimble,-1,-1,2
2588826,Q1138657,Craig_Russell_(Canadian_actor),-1,-1,3
43431834,Q17492679,Firefly_Aerospace,-1,-1,8
381860,Q858346,Big_Wing,-1,-1,3
148634,Q94741,Lunar_Laser_Ranging_experiment,-1,-1,8
52238952,Q27824085,Jana_Taylor,-1,-1,3
57073456,Q51641672,Christian_Sewing,-1,-1,10
37780530,Q4771450,Antha_(film),-1,-1,3
55979658,Q48843770,2018_Big_12_Conference_football_season,-1,-1,2
37804958,Q15092352,Junior_Eurovision_Song_Contest_2014,-1,-1,6
4626624,Q744969,Han?Xiongnu_War,-1,-1,10
2681772,Q16115148,Onge,-1,-1,7
52118306,Q28452515,DC4_(mixtape),-1,-1,0
1590930,Q351978,Nat_Lofthouse,-1,-1,11
9847202,Q3559883,Vincent_Waller,-1,-1,9
